,content,sentiment
3044,Historically Japanese have always been into #jazz and #blues. The 70s dark age of jazz big names like C.C. &amp; M.D. were surviving on Tokyo.,sadness
3045,Honestly today I just felt like maybe track isn't for me #sad,sadness
3046,Honestly today I just felt like maybe track isn't for me ,sadness
3047,"@SiWheeler78 never a dull moment, hope you had a gd trip down",sadness
3048,nooooo. Poor Blue Bell! not again. #sad,sadness
3049,nooooo. Poor Blue Bell! not again. ,sadness
3050,@andreamitchell said @berniesanders not only did not play up HRC in campaigning 4 her in OH but he did not discourage 3rd Party vote. TRUE??,sadness
3051,im having the worst week ever and i cant even go home yet to just sulk in my bed,sadness
3052,Got a #serious #hyper #predator #heckler situation over here,sadness
3053,@5SOS I swear I will not go mourn becauseðŸ˜­ðŸ˜­ðŸ’”ðŸ’”,sadness
3054,@_iConceitedOne_  Hi! We hate that you're unhappy your bill keeps going up! What unique features do you want with your plan? ^RobertS,sadness
3055,"@jimmyfallon @ShawnMendes I'm just a sucker for pine, I wanna rake you up, I wanna pile you down, I'm just a sucker for pine #FallSongs",sadness
3056,@mizzymaxx @Bsmarz22 @ssmik2309 haha Bro she's sadly married man ðŸ˜©ðŸ˜©,sadness
3057,Fuck yall @Panthers for hiring that GOP PR guy to discourage Cam from speakinh his mind and heart about racism,sadness
3058,"@stevierayrob Can Elliot Friedman please stop talking, you are clueless. You haven't seen the ball since the kickoff. #mope",sadness
3059,All work and no play makes Jack a dull boy,sadness
3060,Yes I am picking up sticks and pine cones in my front yard,sadness
3061,Seeing an old coworker and his wife mourn the loss of their 23 year old daughter was one of the saddest things I've ever seen ðŸ˜¢,sadness
3062,can it stay gloomy but get cold pls,sadness
3063,@macmacm43 jeezus God #dark,sadness
3064,@macmacm43 jeezus God ,sadness
3065,This is the first time I've been sober on my birthday in 6 years. #recovery #sobriety #sober #soberissexy #sobernative,sadness
3066,"Have any of you ever stayed in hostels overseas? My only frame of reference is the movie Hostel, and we all know how that went.",sadness
3067,the thing with Twitter is i only remember to tweet when i'm bored or alone and then it comes across like i have a really dull and sad life.ðŸ‘½,sadness
3068,I need all your attention! If I don't I'll pout..,sadness
3069,It would appear it's a good year for the #blues,sadness
3070,.@WotzupCapeTown - thanks for sharing! Surprise guests! @HumanJurgen &amp; visiting US Tenor Sax @CunninghamColin. #livemusic #capetown #blues,sadness
3071,@Simon_Barrett I will watch @BlairWitchMovie when it opens in Mexico in a week. Thank you for making it and don't be discouraged.,sadness
3072,"Well, I had hopes for today. No go. #unhappy",sadness
3073,Henny and pine apples ðŸ¤”,sadness
3074,@pete_ferriday Aww rest your weary head here,sadness
3075,I've been loving you too long #OtisRedding #blues,sadness
3076,"@charles_gaba No, I am probably the person most likely to completely understand how gobsmacked you were to learn how true that is. #sadly",sadness
3077,@_MrAminuddin @ejainews @_AlifH @AhmadFuadAdnan dont play with this master noob u want to win.. #serious,sadness
3078,@JohnVerdejo Mannn I can't count how many times I've had the '#PR's power grid needs some serious updating' conversation...,sadness
3079,Up on melancholy hill,sadness
3080,Speech was bold coz it wasn't written by PM NS bt the expression/tone was his own dull n dim,sadness
3081,"Dropped my phone in the sink earlier.No sound, but everythin else works.Prepared myself for life without music until I put my earphones in",sadness
3082,"B day next week, catch the sauce and watch the heaviness!",sadness
3083,@GrimsToyShow @hunna_chunna you got hacked on your gaming channel grim by evil wood clowns yesterday September 20 and September 21 today,sadness
3084,How long will they mourn me?,sadness
3085,@MUTGuru I know guys that sink $1000s into the game and only to build a team and play solos. But this hear you make nothing on solos.,sadness
3086,"Rooneys fucking untouchable isn't he? Been fucking dreadful again, depay has looked decent(ish)tonight",sadness
3087,Ibiza blues hitting me hard already wow,sadness
3088,Hey man are you asian?!' Nah man im hispan...'nah you just high as hell.' Some random crackhead in the wal-mart parking lot...cmon #sober,sadness
3089,Does she really need to pout all the time - getting on my nerves #GBBO,sadness
3090,Yet again another night I should've stayed inðŸ˜Š,sadness
3091,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,sadness
3092,"it's still not sunk in that im seeing joe next month, im so grateful and excited shit",sadness
3093,"@modelady24 I know, right? I had a tinge of the same thought. Glad it's Six from BSG, though. Happy the show stayed consistent after break.",sadness
3094,"Rooney ! Oh dear, oh dear ! Fucking dreadful ðŸ™ˆâš½ï¸âš½ï¸",sadness
3095,@Batman_ofgotham Her golden brown hues met with those baby blues as her arms crossed over the breasts he had been gulking at. 'Let me guess-,sadness
3096,@zombieisIand yeah friends of minw have witnesse accidents and a road near me like??? cars hav like sunk?? but ih gosh be safe okay !!,sadness
3097,@charles_gaba @NateSilver538 @DavMicRot @FiveThirtyEight A litany of name-calling. How dull.,sadness
3098,That's how you start a season that's how you open the show #show #them #how #dark #hell #can #get #Empire,sadness
3099,"@Orrible_Ives I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity",sadness
3100,"I know I've painted quite a grim picture of your chances. But if you simply stand here, we will both surely die.",sadness
3101,I honestly feel nothing towards either of my parents and it's pretty depressing,sadness
3102,@AshleyCWilson @MrDavidHobbs @IndyCaronNBCSN Glad the TV coverage was so successful because the attendance looked pretty dismal.,sadness
3103,@OzelleM man imagine # Ultra is promoting carnival. I think u need to be the chairperson #serious. Cause am hearing nothing,sadness
3104,"Feminists should ask themselves, why they're so unhappy, and why they lack love in their lives. Is it b/c they are fighting a losing game?",sadness
3105,"life is hard., its harder if ur stupid #life #love  #sadderness #moreofsad #howdoestears #whatislife",sadness
3106,"life is hard., its harder if ur stupid #life #love #sadness #sadderness #moreofsad #howdoestears #whatislife",sadness
3107,@MollieTebbatt guess what I'm doing? watching your great grandad sink the titanic..,sadness
3108,I am worried that she felt safe. #unhappy,sadness
3109,"Happy Birthday Roy Buchanan, born on this day in 1939. #roybuchanan #guitar #blues #happybrithday",sadness
3110,Cmon blues we are 2 home games away from another CC semi - I love those Wembley away days. Being on anyone at home please! âš½,sadness
3111,Probs spent a grand total of five minutes sober since Sunday evening :) #freshers,sadness
3112,On the wheel as we grow older and become aware of ourselves as individuals with a dull responsibility in life?,sadness
3113,@childctweets sad people are that sick and boring ðŸ˜¬ðŸ˜¬ðŸ˜¬,sadness
3114,This whole #VanRE + extradition might turn into a Pandora's box. JT has no idea about that murky corrupt guanxi in China; Toad vs Dada ;-),sadness
3115,"@MarkedMurderer Orion's eyes narrowed as he gazed down at the girl, ice cold blues meeting a softer than usual green. His instinct told him-",sadness
3116,Well I won't be doing a unboxing of the iPhone 7 plus on my channel until November sadly. Thank you @TMobile @Apple Staten Island NY smh,sadness
3117,@RealTimBooth I've never been fond of having dark eyes until seeing this share.,sadness
3118,"... Huh. Perhaps... Because we're both so dreary, we get along well?",sadness
3119,@CrystiCaro yeah agree - I think it was a family member and they covered up #sad,sadness
3120,@CrystiCaro yeah agree - I think it was a family member and they covered up ,sadness
3121,"@ExaltedChampion - the jest, Kara didn't chuckle, instead her baby blues were narrowed in on Adam like a warning. If his brain /wasn't/ -",sadness
3122,Sometimes the support network is causing the damage. \n\n#support #Damaged #alone #tired #lost #hurt #nojustice #depression #surivivor #NoMore,sadness
3123,@SalterUK second pair of scales I have bought that have stopped working after battery change. Is this an issue you are aware of?  #unhappy,sadness
3124,I saw those dreams dashed &amp;&amp; divided like a million stars in the night sky that I wished on over &amp;&amp; over again ~ sparkling &amp;&amp; broken.,sadness
3125,Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown,sadness
3126,"@SussexMistress @sarahb45 @MsEvilyne @MissJessicaWood I'd be perched on that, unfortunately wrapped in heavy chains! #sink...",sadness
3127,@flybe Doesn't explain the ability to land at Manchester but not Bradford - other than more convenient for Flybe. Many unhappy travelers,sadness
3128,why the fuck does my mum want me to put corn in the curry?! #grim,sadness
3129,@Aamnaa___ @drkarthik_n your per capita income is almost same like us. Gini Coefficient is very dismal. Ambitions are high but output Zero.,sadness
3130,Looking nice forward to playing at Paper Dress Vintage in Hackney this evening - get there early as I'll be on at 8pm! @paperdressed #blues,sadness
3131,Winner #Champion #school #lastyear #gouniversity #university #me #dark #Black #webstagram #blackandwhite,sadness
3132,@ITdominiccoyle @IrishTimesBiz Between Barroso going to Goldman and this the @EU_Commission is getting a very serious self inflicted problem,sadness
3133,"@pottermore : I can't find my patronus, the website doesn't work, I can't even see the questions.... #sadness...",sadness
3134,Nutella is pine green forget me nots are ivory frozen is god,sadness
3135,I was not made for this world. #empath #unhappy,sadness
3136,"She used to be beautiful, but she lived her life too fast - Forest City Joe #blues #blinddogradio",sadness
3137,Why does Candice constantly pout #GBBO ðŸ’„ðŸ˜’,sadness
3138,"@redBus_in #unhappy with #redbus CC, when I talked with them before a week still they didn't initiate the refund of the transaction.",sadness
3139,"@AceOperative789 no pull him afew weeks ago, sadly theres no game audio or sound affects cause i played it on my phone and tryed everything",sadness
3140,I'm buying art supplies and I'm debating how serious is it to buy acrylic paint.,sadness
3141,@sainsburys Could you ask your Chafford Hundred store to turn on their car park lights? A bit scary these dark nights! Thanks.,sadness
3142,@ZubairSabirPTI  pls dont insult the word 'Molna',anger
3143,@ArcticFantasy I would have almost took offense to this if I actually snapped you,anger
3144,@IllinoisLoyalty that Rutgers game was an abomination. An affront to God and man. We must never speak of it again.,anger
3145,"@CozanGaming that's what lisa asked before she started raging at me, 'can I call you?' heh",anger
3146,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison ,anger
3147,Sometimes I get mad over something so minuscule I try to ruin somebodies life not like lose your job like get you into federal prison #anger,anger
3148,I think @Sam_Canaday &amp; @KYLEJDOWSON must actually have to be working like me &amp; @dowson_brady because I havent got any snap chat videos today,anger
3149,My eyes have been dilated. I hate the world right now with the rage of a thousand fiery dragons. I need a drink.,anger
3150,"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. #fuming",anger
3151,"@huwellwell One chosen by the CLP members! MP seats are not for people to dole out to their mates, we elect candidates. ",anger
3152,"@Yoshi_OnoChin can you please not have Canadian players play US players, that lag  is atrocious. #fixthisgame #trash #sfvrefund ",anger
3153,@DailyMirror i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason,anger
3154,"Me being on my dean really saving a lot of ppl, bc I don't snap nomore &amp; it take so much out of me..",anger
3155,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. #fuming,anger
3156,Sorry guys I have absolutely no idea what time i'll be on cam tomorrow but will keep you posted. ,anger
3157,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman ",anger
3158,"Is it me, or is Ding wearing the look of a man who's just found his arch enemy in bed with his missus? #angryman #scowl",anger
3159,@__NETFLIXNCHILL I fuck with madden way harder,anger
3160,@TrussElise Obama must be fuming.. lol,anger
3161,Hate when guys cant control their anger 🙃🙃,anger
3162,"[ @HedgehogDylan ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **",anger
3163,Literally fuming fuck sake,anger
3164,@TrueAggieFan oh so that's where Brian was! Where was my invite? ,anger
3165,@TrueAggieFan oh so that's where Brian was! Where was my invite? #offended,anger
3166,"@DxfyingGrxvity - frustration, looking up at Elphaba in a frown of aggravation. Her high pitched voice was growing more and more --",anger
3167,It's the most magical time of the year......Xmas party announced and the #outrage commences. Gotta love Silicon Valley millennials.,anger
3168,"@LaureEve I am sitting here wrapped in a fluffy blanket, with incense burning, listening to Bon Iver and drinking mulled wine. I'm there.",anger
3169,@RevTrevK @Wolfman93011 @Daraidernation @EROCKhd Take 2k out of it the numbers on madden are low and have dropped and people are unhappy,anger
3170,I wouldn't have #anger issues.....if she didn't have #lying issues.....think about that one. #pow #lies #confusion,anger
3171,@isthataspider @dhodgs i will fight this guy! Don't insult the lions like that! But seriously they kinda are.Wasted some of the best players,anger
3172,Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge @Drake,anger
3173,The rage has died down.,anger
3174,"Ananya just grabbed a bible, opened it, started reading, and then said 'where do they talk about burning people?'",anger
3175,All Brian does is sleep and aggravate me,anger
3176,@komal_sidhnani true...\nThey r burning with other's pleasure!\nPpl in true love happiness everywhere _😃,anger
3177,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid #bitter #hypocrisy,anger
3178,@pbhushan1 @IndianExpress so in your opinion is this the worst delhi govt? #acrid  #hypocrisy,anger
3179,i live and die for mchanzo honeymoon crashing and burning the second they move in together,anger
3180,For the first time in my madden career I just set up a farm account. Should make MOTM much easier,anger
3181,@LeonWobYP b***er off. NCFC is a grudge match :),anger
3182,Might just leave and aggravate bae,anger
3183,"Realest ever, relentless ever, inevitable that I win.",anger
3184,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm  #bored",anger
3185,"Kik to trade, have fun or a conversation  (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored",anger
3186,"You're so thirsty for the chance to disagree w/ the left, that you don't even realize when something is an affront to your bigoted platform.",anger
3187,S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃,anger
3188,@LiamCannon1 He's just too raging to type properly... Ha ha!,anger
3189,#oow16 #sting decent new song,anger
3190,Ok scrubbed hands 5 times before trying to put them in.\nEyeballs #burning \n#EvenMoreBlind accidentally scared the #cat whilst #screeching,anger
3191,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 #fuming,anger
3192,Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡 ,anger
3193,"@reluctantnicko Don't ask, you don't get. Apologies if I've offended you. All due respect Alan, I think you've been fed duff info.",anger
3194,"I miss my gran singing Rawhide, in her deep baritone growl.",anger
3195,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy #angry #emotionalrollercoaster,anger
3196,Having a baby born too soon is #lifechanging 6 years on and it feels like only yesterday #sad #happy  #emotionalrollercoaster,anger
3197,@UKBlogAwards @ModishMale I would always be honest but it's great to feedback opinion to the brand - don't want to offend them #BlogHour,anger
3198,@fluffysoftlouis no no. I insist that you give me your best insult first,anger
3199,@SSheil coincidentally watched Ulzana's Raid last night - brutally indignant filmmaking.,anger
3200,@RealJamesWoods @KennyCoble saddest part of this whole mess is that all of this #anger is #misdirected they should march 2 the #WhiteHouse,anger
3201,"Note to self ~ Stop laughing at things that offend you, it's ok to get mad at people \n#NoteToSelf #offended #mad #upset",anger
3202,"I think our defense here at USC is playing well, we just need to fix a few things on offense and we can win the PAC 12 this year'",anger
3203,Eat my ass' is no longer an insult,anger
3204,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant #angry",anger
3205,"Why to have vanity sizes?Now sizes S,XS(evenXXS sometimes) are too big, WTF?! Dear corporate jerks, Lithuania didn't need this. #rant ",anger
3206,"@MaddenFreestyle i turn the game on wanting to play madden, and before i load up a game i just turn it off now.",anger
3207,"@marcavis @AntisocialJW2 I've always been fiery, but never radical.",anger
3208,"Taking umbrage because Jimmy Carr claimed that Bilbo Baggins went to Mordor on 8 out of 10 cats does Countdown. Know your Baggins', mate.",anger
3209,"Anger, resentment, and hatred are the destroyer of your fortune today.",anger
3210,"Anger, resentment, and hatred are the destroyer of your fortune today.'",anger
3211,If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up,anger
3212,Sting is just too damn earnest for early morning listening. ,anger
3213,Sting is just too damn earnest for early morning listening. #sting,anger
3214,Just seeing Alex revells face gets me angry,anger
3215,"@HomeSwapperteam  Spent months arranging swap , new jobs etc, now I've found out she's been leading me on a merry dance. #fuming with her",anger
3216,@danbloom1 beware the fury of a weak king,anger
3217,@DJ_JeanFranko growl!!!,anger
3218,"(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island.",anger
3219,"@FluDino Event started! everyone is getting ready to travel to the lake of rage, where everything glows",anger
3220,"@TrevorHMoore @paget_old In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour.",anger
3221,@Jen_ny69 People will always get offended everyone's situation is different! Just because we have kids doesn't mean we have to settle,anger
3222,"@gayla_weeks1 I try not to let my anger seep into reviews, but I resent having my time wasted on books like that. Time is precious.",anger
3223,I hope my hustle don't offend nobody,anger
3224,"Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5",anger
3225,Lol little things like that make me so angry x,anger
3226,I know this is going to be one of those nights where it takes an Act of God to fall asleep. ,fear
3227,This is #horrible: Lewis Dunk has begun networking #a Neo-Geo with a his holiday home in Mexico.,fear
3228,"@JeffersonLake speaking of ex cobblers, saw Ricky Holmes at Charlton last week.. tracking back &amp; defending... I dread seeing Gorre on ball..",fear
3229,@1johndes ball watching &amp; Rojo'd header was equally dreadful!!,fear
3230,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea ",fear
3231,"Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea #horrible",fear
3232,Losing to Villa...'@M0tivati0nQuote: Most of the things people worry about are things that won't even matter to them a few months from now.',fear
3233,"Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfulness #success",fear
3234,If my concerns &amp; anxiety don't matter to you then I shall return the favor. #EyeMatter,fear
3235,There goes the butterflies in my stomach. #nervous #anxietyproblems,fear
3236,There goes the butterflies in my stomach.  #anxietyproblems,fear
3237,@Evan_McMullin @TheBlazeRadio Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP.,fear
3238,@fatgirlhealthy @MBSCBILL ....so that what do to use violence and intimidation for a polictical agenda.; aka terrorism?,fear
3239,"Honestly, there are some awful people on the internet... smh...",fear
3240,"@ccrago It was dreadful, even after he met the Catfish he still thought it was her!",fear
3241,"@madhav_pastey moral of the story, never check mails in the night. PS. Most notices have nothing much to worry about. @ashwinikn",fear
3242,“We can easily #forgive a #child who is #afraid of the #dark; the real #tragedy of #life is when #men are #afraid of the #light.”–Plato,fear
3243,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? #shocking,fear
3244,@All4 is the android app it designed to be buggy and work sporadically on a fire TV box? ,fear
3245,Having a terrific Tuesday? Crush it today with the Power of 4. Treat your internet like Pizza =D \n#PowerOf4,fear
3246,@joey_coops yes Hun! Avoid at all costs!! #nightmare,fear
3247,@joey_coops yes Hun! Avoid at all costs!! ,fear
3248,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? #afraid,fear
3249,The Apocalypse has hit our gym and it's  nothing what I thought it would be...\n\nEveryone is wearing vests! What if it's contagious? ,fear
3250,You want  bad service use #frontier they have #terrible service. Go to #AT&amp;T anybody is better. I am going to complain to better business,fear
3251,@TheDappaMc also £2.50 for a chocolate Feast ice lolly.. proper shocking 😩,fear
3252,@AttentiAlGatto LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles},fear
3253,"By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA",fear
3254,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan ",fear
3255,"@soozclifford Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan #timid",fear
3256,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. #nervous,fear
3257,Okay. Brace yourself. I will attempt my first loaf of bread in the morning. I will use a dutch oven. I will make the dough now. ,fear
3258,"@spencer0415 awe, I love you kid!!",fear
3259,"The 2nd step to beating #anxiety or #depression is realising that it's not about waiting for ...., Take action yourself now.",fear
3260,"@AlaskaGurus @adventuretweets agreed! 😍 an awe to meet such beautiful, powerful animals.",fear
3261,@BuzzFeed so this houses will get into my instestines and scare my poop and I'll shit my pants?,fear
3262,Nothing worse than an uber driver that can't drive. #awful,fear
3263,Nothing worse than an uber driver that can't drive. ,fear
3264,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot #terror,fear
3265,On @Varneyco/@FoxBusiness to talk latest on #Chelsea Bombing + #Ahmad_Khan_Rahami's trips to #Afghanistan/#Pakistan #tcot ,fear
3266,"⊰ @FrameOfAnAngel ⊱ \n\n+ Of them. I'm here for answers, and if I scare her to death, there won't be answers for me. \n\nSo instead, I just +",fear
3267,"But I was so intrigued by your style, boy.Always been a sucker for a wild boy #alarm -@AnneMarieIAm",fear
3268,@SAHARTHERAPPER I unfollowed without hesitation &lt;3,fear
3269,Watching It Follows.  This is a super freaky movie.  #scary,fear
3270,"They'll be yo friend, shake your hand, then kick in yo door thas the way the game go🤖🤐.",fear
3271,And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week,fear
3272,"Came in to work today 1.5 hours late.1st thing I hear: 'Ma'am,the big boss has been waiting for you in his office.' #panic #hateBeingLate 😩😪",fear
3273,also i had an awful nightmare involving being sick where worms were involved i was so disgusted when i woke up,fear
3274,"At school, my classmate is with me at music class and he sang Hallelujah like, god, with my friend we were breathless.",fear
3275,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! #bully,fear
3276,@CNNPolitics I can't wait to hear what he had to say about the brilliant Dr. Hawking... it should be rich... In the poorest of taste! ,fear
3277,#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax,fear
3278,"Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people?  #recluse #issues",fear
3279,My Modern Proverb: 'Don't let anyone intimidate you about being single; most marriages end in divorce.',fear
3280,"He called me fat, so I pushed him into the lockers then he threaten to sue me' 😂",fear
3281,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #awestruck #longingformore,fear
3282,Whatt a trailerrrr !!! @karanjohar @AnushkaSharma #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !!  #longingformore,fear
3283,I have been seeing terrible terrible prescriptions this week. What's going on?,fear
3284,"@stephenfhayes Mustard gas = hostile work environment, not #terrorism; call #OSHA not #military",fear
3285,Dunno y am going to the Yorkshire scare grounds when I only lasted a minute in the Alton towers one before running out a fire exit crying,fear
3286,@LethalWeaponFOX This show SUCKS! #lame #awful you even used the same names?? lol SO SO bad! #Failed #notworth2minutes. Off air SOON,fear
3287,Rooney shocking attempted cross,fear
3288,That's an awful miss from Rooney.,fear
3289,Another fun fact: i am afraid,fear
3290,Why upping rooms makes a few apprehend leaving out charcoal ownership: UnZU,fear
3291,I don't want speak front to him #afraid #intimidate #nopanicattack,fear
3292,I don't want speak front to him   #nopanicattack,fear
3293,I want to be a woman who #overcomes obstacles by tackling them in #faith instead of tiptoeing around them in #fear. Renee Swope,fear
3294,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help #fear #heart #HeartRacing,fear
3295,When you're scared to press send #bgoodthepoet #PrayForMe #ThisIsAGodDream #career #help  #heart #HeartRacing,fear
3296,@RyanAbe awe yay thank god I was so worried.,fear
3297,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror,fear
3298,About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography ,fear
3299,@hollywooddivas @TMZ_Sports Idiots like Larry Sanders scare us All!How can Morons these days Rush 2 Judge #Police w/o all facts yet?FU thugs,fear
3300,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate #awful,fear
3301,Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate ,fear
3302,T5ylw ansh a79l shy 7lw mn wayed nas fe whatsapp,fear
3303,The moment you bring her to meet your best friend and you're nervous af! 😬😆  #thefriendtest,fear
3304,The moment you bring her to meet your best friend and you're nervous af! 😬😆 #nervous #thefriendtest,fear
3305,@ChrissyCostanza and have social anxiety. There is many awkward things wrong with me. 😄,fear
3306,"@chutneysupercat hi lovely brownie, MM is calling me tuppytupperware.. its awful",fear
3307,Northampton are awful 🙈,fear
3308,It really is amazing the money they give to some of these QB's #nfl #texans #brock ,fear
3309,It really is amazing the money they give to some of these QB's #nfl #texans #brock #terrible,fear
3310,@lukeshawtime terrible,fear
3311,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius #awful,fear
3312,@mikefreemanNFL \nIsn't OBrien supposed to be some sort of offensive genius ,fear
3313,Trying to book holiday flights on @britishairways website is becoming a #nightmare,fear
3314,Trying to book holiday flights on @britishairways website is becoming a ,fear
3315,Bout ta get my @dontbreathe on up in here! @WarrenTheaters #nervous #icantholdmybreaththatlong,fear
3316,Bout ta get my @dontbreathe on up in here! @WarrenTheaters  #icantholdmybreaththatlong,fear
3317,"#twitter #users Tweeting on twitter is like playing a game against the computer. Where's the life, Everyone too #afraid to say something?",fear
3318,@ReaganBattalion That's a terrible thing to accuse Scott Baio of.,fear
3319,Tweeting from the sporadic wifi on the tube #perilous,fear
3320,Tweeting from the sporadic wifi on the tube ,fear
3321,Southend players always haunt Man U,fear
3322,"If i start growing out my mustache now, I can be Pablo Escobar for Halloween!!!",fear
3323,Not the best horror ever but I like that the uncertainty,fear
3324,Hillary Clinton looked the other way to the Saudi war on women and their terror financing because they bought her off.,fear
3325,@AaliyahLove69 I would be intimidated but I would like to think I would have manned up and helped.,fear
3326,"it's horrible cos no one can relate,  everyone is happy and dandy in one way or another",fear
3327,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months #horrible,fear
3328,@CesarSampao @thisisbolton don't get me started on town centre. Used to go every week.... not been for 18 months ,fear
3329,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking",fear
3330,"Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... ",fear
3331,Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation ,fear
3332,Staff on @ryainair FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair @STN_Airport #Compensation #awful,fear
3333,An adviser to the #European #Union’s top #court said #Hamas and the #Tamil #Tigers should be taken off the EU’s #terror list.#lka,fear
3334,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points #shocking,fear
3335,So about 18mths ago i signed up to @Lumo_Energy for their @VirginAustralia / Velocity FF deal. 18 months in still no FF points ,fear
3336,"@theclobra lol I thought maybe, couldn't decide if there was levity or not",joy
3337,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day. #laughter #challenge #kashmir #baloch,joy
3338,Nawaz Sharif is getting more funnier than @kapilsharmak9 day by day.  #challenge #kashmir #baloch,joy
3339,@tomderivan73 😁...I'll just people watch and enjoy a rare show of optimism,joy
3340,I love my family so much #lucky #grateful #smartassfamily  #love,joy
3341,I love my family so much #lucky #grateful #smartassfamily #hilarious #love,joy
3342,"@Casper10666 I assure you there is no laughter, but increasing anger at the costs, and arrogance of Westminster.",joy
3343,"If any trump supporters and Hillary haters wanna chirp some weak minded, pandering liberals just tweet at @EmmyA2 @snickerfritz04",joy
3344,Google caffeine-an sprightly lengthening into the corridor re seo: WgJ,joy
3345,"This tweet is dedicated to my back pain, which I do not understand because I am youthful and spry. Full of life. Vivacious.",joy
3346,@Bluebelle89 @lsmith855 liking the optimism,joy
3347,"Be it a rainy day, be it cheerful sunshine, I am a Prussian, want nothing to be but a Prussian.:|",joy
